sex_female,sex_male,pclass,fare,IsAlone,HasCabin
1.0000,0.0000,0.8358,-0.0480,-1.2170,-0.5512
0.0000,1.0000,-1.5422,-0.0788,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.3616,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.2357,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.1140,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5082,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.4904,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5054,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5054,0.8217,-0.5512
0.0000,1.0000,-1.5422,-0.6598,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5027,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.4904,0.8217,-0.5512
1.0000,0.0000,-1.5422,1.0325,0.8217,1.8141
1.0000,0.0000,-1.5422,3.6791,0.8217,1.8141
1.0000,0.0000,-1.5422,-0.1456,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5082,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.3488,-1.2170,-0.5512
1.0000,0.0000,-1.5422,4.4856,-1.2170,1.8141
0.0000,1.0000,-1.5422,-0.0593,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5048,0.8217,-0.5512
1.0000,0.0000,-1.5422,1.1009,-1.2170,1.8141
0.0000,1.0000,-1.5422,1.9716,-1.2170,1.8141
1.0000,0.0000,-1.5422,-0.1175,0.8217,1.8141
1.0000,0.0000,-0.3532,-0.1169,-1.2170,-0.5512
0.0000,1.0000,-0.3532,-0.4544,0.8217,-0.5512
0.0000,1.0000,-1.5422,-0.0275,0.8217,1.8141
1.0000,0.0000,-0.3532,-0.4182,0.8217,1.8141
1.0000,0.0000,-1.5422,1.9549,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.3770,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.3770,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5813,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.0900,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.5082,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.1616,-1.2170,-0.5512
0.0000,1.0000,-1.5422,-0.1512,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.4904,0.8217,-0.5512
1.0000,0.0000,-1.5422,0.9733,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5023,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.4904,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.2692,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5077,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.3957,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5054,0.8217,-0.5512
1.0000,0.0000,-1.5422,2.3425,-1.2170,1.8141
1.0000,0.0000,0.8358,-0.3781,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.5075,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.1903,-1.2170,-0.5512
1.0000,0.0000,-1.5422,3.4748,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4055,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5184,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.3566,-1.2170,-0.5512
1.0000,0.0000,-1.5422,1.5095,-1.2170,1.8141
0.0000,1.0000,-1.5422,0.9417,-1.2170,1.8141
1.0000,0.0000,0.8358,-0.3331,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5077,0.8217,-0.5512
1.0000,0.0000,-1.5422,3.6791,-1.2170,1.8141
0.0000,1.0000,-0.3532,-0.1512,-1.2170,-0.5512
0.0000,1.0000,-0.3532,0.7781,-1.2170,-0.5512
1.0000,0.0000,-1.5422,1.9716,-1.2170,1.8141
1.0000,0.0000,0.8358,0.0127,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.3761,-1.2170,-0.5512
1.0000,0.0000,-1.5422,2.5657,0.8217,1.8141
0.0000,1.0000,0.8358,0.1166,-1.2170,-0.5512
0.0000,1.0000,-1.5422,0.8522,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5180,0.8217,-0.5512
1.0000,0.0000,-1.5422,3.7915,-1.2170,1.8141
1.0000,0.0000,0.8358,-0.5023,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5082,0.8217,-0.5512
0.0000,1.0000,-1.5422,-0.1404,0.8217,1.8141
1.0000,0.0000,0.8358,-0.4158,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5077,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5180,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5978,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5072,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5082,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.4182,0.8217,-0.5512
0.0000,1.0000,-1.5422,0.4700,-1.2170,1.8141
1.0000,0.0000,0.8358,0.7009,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.3448,-1.2170,-0.5512
0.0000,1.0000,-0.3532,-0.4544,0.8217,-0.5512
0.0000,1.0000,-1.5422,0.8897,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.3488,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5085,0.8217,-0.5512
1.0000,0.0000,-1.5422,1.4223,-1.2170,1.8141
1.0000,0.0000,-0.3532,-0.1463,-1.2170,-0.5512
1.0000,0.0000,-1.5422,0.5023,-1.2170,-0.5512
1.0000,0.0000,-1.5422,3.7915,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5048,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4055,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.0729,-1.2170,-0.5512
0.0000,1.0000,-0.3532,-0.4348,0.8217,-0.5512
0.0000,1.0000,-1.5422,0.3548,0.8217,1.8141
0.0000,1.0000,0.8358,-0.3973,-1.2170,-0.5512
0.0000,1.0000,-0.3532,-0.1512,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5121,0.8217,-0.5512
1.0000,0.0000,-0.3532,0.0592,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5054,0.8217,-0.5512
0.0000,1.0000,-1.5422,-0.1512,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5180,0.8217,-0.5512
1.0000,0.0000,-1.5422,-0.0981,0.8217,1.8141
1.0000,0.0000,-0.3532,-0.4055,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.1512,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5048,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5023,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5184,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.1616,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5086,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5048,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5336,0.8217,-0.5512
0.0000,1.0000,0.8358,0.4455,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5077,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.3077,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.3566,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.1874,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5054,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.1903,-1.2170,-0.5512
0.0000,1.0000,-1.5422,0.9478,-1.2170,-0.5512
0.0000,1.0000,-1.5422,0.7348,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5062,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.4676,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.4769,-1.2170,-0.5512
0.0000,1.0000,-0.3532,-0.0240,-1.2170,-0.5512
0.0000,1.0000,-1.5422,0.4553,-1.2170,1.8141
1.0000,0.0000,0.8358,0.1166,-1.2170,-0.5512
1.0000,0.0000,-0.3532,-0.0142,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.5082,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.0900,-1.2170,-0.5512
1.0000,0.0000,-1.5422,0.8985,-1.2170,1.8141
1.0000,0.0000,-1.5422,1.6879,-1.2170,1.8141
1.0000,0.0000,-1.5422,0.4700,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5327,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.4838,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5184,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.4055,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4148,0.8217,-0.5512
0.0000,1.0000,-1.5422,1.9716,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.3448,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.5082,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.3761,-1.2170,-0.5512
0.0000,1.0000,-1.5422,0.0934,0.8217,1.8141
0.0000,1.0000,0.8358,-0.5239,0.8217,-0.5512
1.0000,0.0000,-1.5422,1.9937,0.8217,1.8141
0.0000,1.0000,0.8358,-0.1140,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5219,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4544,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5077,0.8217,-0.5512
0.0000,1.0000,-1.5422,0.8413,0.8217,1.8141
0.0000,1.0000,-1.5422,0.1252,0.8217,1.8141
0.0000,1.0000,0.8358,0.4455,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4544,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.2490,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.0458,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.4904,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4055,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5204,0.8217,-0.5512
0.0000,1.0000,0.8358,0.7009,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.2831,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5082,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5184,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5184,0.8217,-0.5512
1.0000,0.0000,-1.5422,0.1149,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5062,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4055,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5023,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5057,0.8217,-0.5512
0.0000,1.0000,-1.5422,4.4856,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5023,0.8217,-0.5512
1.0000,0.0000,-1.5422,2.0161,-1.2170,1.8141
1.0000,0.0000,0.8358,-0.3497,-1.2170,-0.5512
0.0000,1.0000,-0.3532,-0.4055,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5062,-1.2170,-0.5512
0.0000,1.0000,-1.5422,-0.0788,0.8217,1.8141
0.0000,1.0000,-1.5422,-0.0631,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.4544,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.3770,-1.2170,-0.5512
1.0000,0.0000,-1.5422,3.4780,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5121,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.4899,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.4055,0.8217,-0.5512
1.0000,0.0000,-1.5422,2.2067,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5077,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.2573,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5023,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5085,0.8217,-0.5512
1.0000,0.0000,-0.3532,0.0592,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.3566,-1.2170,-0.5512
